trip_id,route_id,service_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
10118010,1,2,INBOUND-DOWNTOWN,,1,1 -017,shp-1-10,1,1
10413070,1,4,INBOUND-DOWNTOWN,,1,1 -017,shp-1-10,1,1
10845010,1,2,INBOUND-DOWNTOWN,,1,1 -012,shp-1-10,1,1
10879070,1,4,INBOUND-DOWNTOWN,,1,1 -008,shp-1-10,1,1
10684080,1,3,INBOUND-DOWNTOWN,,1,1 -004,shp-1-10,1,1
10732080,1,3,INBOUND-DOWNTOWN,,1,1 -012,shp-1-10,1,1
10738080,1,3,INBOUND-DOWNTOWN,,1,1 -003,shp-1-10,1,1
11219020,1,1,INBOUND-DOWNTOWN,,1,1 -027,shp-1-10,1,1
1115080,1,3,INBOUND-DOWNTOWN,,1,1 -001,shp-1-10,1,1
12078020,1,1,INBOUND-DOWNTOWN,,1,1 -028,shp-1-10,1,1
12114080,1,3,INBOUND-DOWNTOWN,,1,1 -005,shp-1-10,1,1
12222020,1,1,INBOUND-DOWNTOWN,,1,1 -026,shp-1-10,1,1
12885010,1,2,INBOUND-DOWNTOWN,,1,1 -019,shp-1-10,1,1
13562010,1,2,INBOUND-DOWNTOWN,,1,1 -009,shp-1-10,1,1
13746020,1,1,INBOUND-DOWNTOWN,,1,1 -023,shp-1-10,1,1
10949010,1,2,INBOUND-DOWNTOWN,,1,1 -003,shp-1-10,1,1
1908080,1,3,INBOUND-DOWNTOWN,,1,1 -010,shp-1-10,1,1
1855010,1,2,INBOUND-DOWNTOWN,,1,1 -016,shp-1-10,1,1
2145020,1,1,INBOUND-DOWNTOWN,,1,1 -006,shp-1-10,1,1
2332010,1,2,INBOUND-DOWNTOWN,,1,1 -010,shp-1-10,1,1
11841010,1,2,INBOUND-DOWNTOWN,,1,1 -001,shp-1-10,1,1
12021070,1,4,INBOUND-DOWNTOWN,,1,1 -019,shp-1-10,1,1
12313020,1,1,INBOUND-DOWNTOWN,,1,1 -033,shp-1-10,1,1
1240070,1,4,INBOUND-DOWNTOWN,,1,1 -004,shp-1-10,1,1
12510010,1,2,INBOUND-DOWNTOWN,,1,1 -014,shp-1-10,1,1
2842080,1,3,INBOUND-DOWNTOWN,,1,1 -011,shp-1-10,1,1
3635080,1,3,INBOUND-DOWNTOWN,,1,1 -014,shp-1-10,1,1
428010,1,2,INBOUND-DOWNTOWN,,1,1 -018,shp-1-10,1,1
4600070,1,4,INBOUND-DOWNTOWN,,1,1 -010,shp-1-10,1,1
3387020,1,1,INBOUND-DOWNTOWN,,1,1 -020,shp-1-10,1,1
4126020,1,1,INBOUND-DOWNTOWN,,1,1 -024,shp-1-10,1,1
4213080,1,3,INBOUND-DOWNTOWN,,1,1 -016,shp-1-10,1,1
6543070,1,4,INBOUND-DOWNTOWN,,1,1 -001,shp-1-10,1,1
4841080,1,3,INBOUND-DOWNTOWN,,1,1 -006,shp-1-10,1,1
671070,1,4,INBOUND-DOWNTOWN,,1,1 -003,shp-1-10,1,1
7116020,1,1,INBOUND-DOWNTOWN,,1,1 -011,shp-1-10,1,1
7275080,1,3,INBOUND-DOWNTOWN,,1,1 -018,shp-1-10,1,1
7383020,1,1,INBOUND-DOWNTOWN,,1,1 -018,shp-1-10,1,1
5690070,1,4,INBOUND-DOWNTOWN,,1,1 -018,shp-1-10,1,1
3045010,1,2,INBOUND-DOWNTOWN,,1,1 -004,shp-1-10,1,1
3127020,1,1,INBOUND-DOWNTOWN,,1,1 -010,shp-1-10,1,1
8006070,1,4,INBOUND-DOWNTOWN,,1,1 -005,shp-1-10,1,1
8034070,1,4,INBOUND-DOWNTOWN,,1,1 -006,shp-1-10,1,1
6288010,1,2,INBOUND-DOWNTOWN,,1,1 -005,shp-1-10,1,1
3572020,1,1,INBOUND-DOWNTOWN,,1,1 -017,shp-1-10,1,1
3632020,1,1,INBOUND-DOWNTOWN,,1,1 -037,shp-1-10,1,1
8155010,1,2,INBOUND-DOWNTOWN,,1,1 -006,shp-1-10,1,1
8156080,1,3,INBOUND-DOWNTOWN,,1,1 -007,shp-1-10,1,1
8521080,1,3,INBOUND-DOWNTOWN,,1,1 -002,shp-1-10,1,1
4164070,1,4,INBOUND-DOWNTOWN,,1,1 -002,shp-1-10,1,1
8708020,1,1,INBOUND-DOWNTOWN,,1,1 -015,shp-1-10,1,1
888080,1,3,INBOUND-DOWNTOWN,,1,1 -015,shp-1-10,1,1
9640020,1,1,INBOUND-DOWNTOWN,,1,1 -004,shp-1-10,1,1
9747020,1,1,INBOUND-DOWNTOWN,,1,1 -022,shp-1-10,1,1
9818070,1,4,INBOUND-DOWNTOWN,,1,1 -015,shp-1-10,1,1
7466020,1,1,INBOUND-DOWNTOWN,,1,1 -032,shp-1-10,1,1
6151010,1,2,INBOUND-DOWNTOWN,,1,1 -002,shp-1-10,1,1
6407080,1,3,INBOUND-DOWNTOWN,,1,1 -019,shp-1-10,1,1
84020,1,1,INBOUND-DOWNTOWN,,1,1 -003,shp-1-10,1,1
8646010,1,2,INBOUND-DOWNTOWN,,1,1 -015,shp-1-10,1,1
8851070,1,4,INBOUND-DOWNTOWN,,1,1 -016,shp-1-10,1,1
7192020,1,1,INBOUND-DOWNTOWN,,1,1 -034,shp-1-10,1,1
7396020,1,1,INBOUND-DOWNTOWN,,1,1 -012,shp-1-10,1,1
9285010,1,2,INBOUND-DOWNTOWN,,1,1 -011,shp-1-10,1,1
9593020,1,1,INBOUND-DOWNTOWN,,1,1 -002,shp-1-10,1,1
7476020,1,1,INBOUND-DOWNTOWN,,1,1 -025,shp-1-10,1,1
7523010,1,2,INBOUND-DOWNTOWN,,1,1 -008,shp-1-10,1,1
797020,1,1,INBOUND-DOWNTOWN,,1,1 -038,shp-1-10,1,1
8832080,1,3,INBOUND-DOWNTOWN,,1,1 -013,shp-1-10,1,1
9692020,1,1,INBOUND-DOWNTOWN,,1,1 -005,shp-1-10,1,1
10919070,1,4,INBOUND-DOWNTOWN,,1,1 -012,shp-1-10,1,1
11168070,1,4,INBOUND-DOWNTOWN,,1,1 -013,shp-1-10,1,1
11580020,1,1,INBOUND-DOWNTOWN,,1,1 -014,shp-1-10,1,1
11907010,1,2,INBOUND-DOWNTOWN,,1,1 -007,shp-1-10,1,1
1343070,1,4,INBOUND-DOWNTOWN,,1,1 -009,shp-1-10,1,1
13812070,1,4,INBOUND-DOWNTOWN,,1,1 -007,shp-1-10,1,1
13982070,1,4,INBOUND-DOWNTOWN,,1,1 -014,shp-1-10,1,1
2195020,1,1,INBOUND-DOWNTOWN,,1,1 -009,shp-1-10,1,1
2780080,1,3,INBOUND-DOWNTOWN,,1,1 -017,shp-1-10,1,1
2911020,1,1,INBOUND-DOWNTOWN,,1,1 -001,shp-1-10,1,1
2997070,1,4,INBOUND-DOWNTOWN,,1,1 -011,shp-1-10,1,1
3347020,1,1,INBOUND-DOWNTOWN,,1,1 -030,shp-1-10,1,1
3842080,1,3,INBOUND-DOWNTOWN,,1,1 -008,shp-1-10,1,1
5283020,1,1,INBOUND-DOWNTOWN,,1,1 -007,shp-1-10,1,1
6159020,1,1,INBOUND-DOWNTOWN,,1,1 -008,shp-1-10,1,1
6252010,1,2,INBOUND-DOWNTOWN,,1,1 -013,shp-1-10,1,1
6306020,1,1,INBOUND-DOWNTOWN,,1,1 -013,shp-1-10,1,1
7736020,1,1,INBOUND-DOWNTOWN,,1,1 -019,shp-1-10,1,1
7827080,1,3,INBOUND-DOWNTOWN,,1,1 -009,shp-1-10,1,1
7939020,1,1,INBOUND-DOWNTOWN,,1,1 -021,shp-1-10,1,1
8078020,1,1,INBOUND-DOWNTOWN,,1,1 -016,shp-1-10,1,1
8030020,1,1,OUTBOUND-TARENTUM,,0,1 -023,shp-1-63,1,1
7976070,1,4,OUTBOUND-TARENTUM,,0,1 -006,shp-1-63,1,1
5474080,1,3,OUTBOUND-TARENTUM,,0,1 -002,shp-1-63,1,1
5525010,1,2,OUTBOUND-TARENTUM,,0,1 -014,shp-1-63,1,1
4513020,1,1,OUTBOUND-TARENTUM,,0,1 -038,shp-1-63,1,1
4531080,1,3,OUTBOUND-TARENTUM,,0,1 -018,shp-1-63,1,1
4768070,1,4,OUTBOUND-TARENTUM,,0,1 -004,shp-1-63,1,1
4037080,1,3,OUTBOUND-TARENTUM,,0,1 -007,shp-1-63,1,1
3517080,1,3,OUTBOUND-TARENTUM,,0,1 -013,shp-1-63,1,1
2649020,1,1,OUTBOUND-TARENTUM,,0,1 -037,shp-1-63,1,1
2106070,1,4,OUTBOUND-TARENTUM,,0,1 -013,shp-1-63,1,1
1439020,1,1,OUTBOUND-TARENTUM,,0,1 -017,shp-1-63,1,1
1953010,1,2,OUTBOUND-TARENTUM,,0,1 -001,shp-1-63,1,1
13546020,1,1,OUTBOUND-TARENTUM,,0,1 -019,shp-1-63,1,1
13693010,1,2,OUTBOUND-TARENTUM,,0,1 -012,shp-1-63,1,1
13029020,1,1,OUTBOUND-TARENTUM,,0,1 -021,shp-1-63,1,1
13134080,1,3,OUTBOUND-TARENTUM,,0,1 -003,shp-1-63,1,1
12647020,1,1,OUTBOUND-TARENTUM,,0,1 -038,shp-1-63,1,1
1129020,1,1,OUTBOUND-TARENTUM,,0,1 -033,shp-1-63,1,1
11122020,1,1,OUTBOUND-TARENTUM,,0,1 -011,shp-1-63,1,1
9270070,1,4,OUTBOUND-TARENTUM,,0,1 -015,shp-1-63,1,1
6649020,1,1,OUTBOUND-TARENTUM,,0,1 -036,shp-1-63,1,1
6563080,1,3,OUTBOUND-TARENTUM,,0,1 -009,shp-1-63,1,1
6948080,1,3,OUTBOUND-TARENTUM,,0,1 -004,shp-1-63,1,1
6442080,1,3,OUTBOUND-TARENTUM,,0,1 -011,shp-1-63,1,1
8041070,1,4,OUTBOUND-TARENTUM,,0,1 -007,shp-1-63,1,1
9790020,1,1,OUTBOUND-TARENTUM,,0,1 -027,shp-1-63,1,1
987080,1,3,OUTBOUND-TARENTUM,,0,1 -005,shp-1-63,1,1
9925080,1,3,OUTBOUND-TARENTUM,,0,1 -017,shp-1-63,1,1
7413020,1,1,OUTBOUND-TARENTUM,,0,1 -034,shp-1-63,1,1
5220010,1,2,OUTBOUND-TARENTUM,,0,1 -007,shp-1-63,1,1
4138020,1,1,OUTBOUND-TARENTUM,,0,1 -032,shp-1-63,1,1
8082080,1,3,OUTBOUND-TARENTUM,,0,1 -012,shp-1-63,1,1
3724080,1,3,OUTBOUND-TARENTUM,,0,1 -015,shp-1-63,1,1
8278010,1,2,OUTBOUND-TARENTUM,,0,1 -005,shp-1-63,1,1
6340010,1,2,OUTBOUND-TARENTUM,,0,1 -004,shp-1-63,1,1
350020,1,1,OUTBOUND-TARENTUM,,0,1 -029,shp-1-63,1,1
801080,1,3,OUTBOUND-TARENTUM,,0,1 -016,shp-1-63,1,1
6070020,1,1,OUTBOUND-TARENTUM,,0,1 -015,shp-1-63,1,1
330070,1,4,OUTBOUND-TARENTUM,,0,1 -008,shp-1-63,1,1
3404070,1,4,OUTBOUND-TARENTUM,,0,1 -003,shp-1-63,1,1
5845010,1,2,OUTBOUND-TARENTUM,,0,1 -011,shp-1-63,1,1
7474070,1,4,OUTBOUND-TARENTUM,,0,1 -009,shp-1-63,1,1
2916070,1,4,OUTBOUND-TARENTUM,,0,1 -012,shp-1-63,1,1
268010,1,2,OUTBOUND-TARENTUM,,0,1 -013,shp-1-63,1,1
7034070,1,4,OUTBOUND-TARENTUM,,0,1 -005,shp-1-63,1,1
262010,1,2,OUTBOUND-TARENTUM,,0,1 -009,shp-1-63,1,1
6490010,1,2,OUTBOUND-TARENTUM,,0,1 -002,shp-1-63,1,1
4361020,1,1,OUTBOUND-TARENTUM,,0,1 -024,shp-1-63,1,1
3783020,1,1,OUTBOUND-TARENTUM,,0,1 -034,shp-1-63,1,1
3178020,1,1,OUTBOUND-TARENTUM,,0,1 -031,shp-1-63,1,1
349010,1,2,OUTBOUND-TARENTUM,,0,1 -017,shp-1-63,1,1
2996070,1,4,OUTBOUND-TARENTUM,,0,1 -016,shp-1-63,1,1
301070,1,4,OUTBOUND-TARENTUM,,0,1 -017,shp-1-63,1,1
4363020,1,1,OUTBOUND-TARENTUM,,0,1 -013,shp-1-63,1,1
12947020,1,1,OUTBOUND-TARENTUM,,0,1 -037,shp-1-63,1,1
3311080,1,3,OUTBOUND-TARENTUM,,0,1 -008,shp-1-63,1,1
13091070,1,4,OUTBOUND-TARENTUM,,0,1 -010,shp-1-63,1,1
3467020,1,1,OUTBOUND-TARENTUM,,0,1 -006,shp-1-63,1,1
13599020,1,1,OUTBOUND-TARENTUM,,0,1 -035,shp-1-63,1,1
4085020,1,1,OUTBOUND-TARENTUM,,0,1 -032,shp-1-63,1,1
13696010,1,2,OUTBOUND-TARENTUM,,0,1 -006,shp-1-63,1,1
12597010,1,2,OUTBOUND-TARENTUM,,0,1 -018,shp-1-63,1,1
12404010,1,2,OUTBOUND-TARENTUM,,0,1 -010,shp-1-63,1,1
2714020,1,1,OUTBOUND-TARENTUM,,0,1 -010,shp-1-63,1,1
2586020,1,1,OUTBOUND-TARENTUM,,0,1 -022,shp-1-63,1,1
2340080,1,3,OUTBOUND-TARENTUM,,0,1 -019,shp-1-63,1,1
1592020,1,1,OUTBOUND-TARENTUM,,0,1 -018,shp-1-63,1,1
10937070,1,4,OUTBOUND-TARENTUM,,0,1 -014,shp-1-63,1,1
10788080,1,3,OUTBOUND-TARENTUM,,0,1 -014,shp-1-63,1,1
11169080,1,3,OUTBOUND-TARENTUM,,0,1 -006,shp-1-63,1,1
1827070,1,4,OUTBOUND-TARENTUM,,0,1 -011,shp-1-63,1,1
13888010,1,2,OUTBOUND-TARENTUM,,0,1 -003,shp-1-63,1,1
1408070,1,4,OUTBOUND-TARENTUM,,0,1 -002,shp-1-63,1,1
1504010,1,2,OUTBOUND-TARENTUM,,0,1 -008,shp-1-63,1,1
1065070,1,4,OUTBOUND-TARENTUM,,0,1 -019,shp-1-63,1,1
10698020,1,1,OUTBOUND-TARENTUM,,0,1 -020,shp-1-63,1,1
10774020,1,1,OUTBOUND-TARENTUM,,0,1 -025,shp-1-63,1,1
10341080,1,3,OUTBOUND-TARENTUM,,0,1 -001,shp-1-63,1,1
13054010,1,2,OUTBOUND-TARENTUM,,0,1 -016,shp-1-63,1,1
12830010,1,2,OUTBOUND-TARENTUM,,0,1 -015,shp-1-63,1,1
12579020,1,1,OUTBOUND-TARENTUM,,0,1 -014,shp-1-63,1,1
12019020,1,1,OUTBOUND-TARENTUM,,0,1 -008,shp-1-63,1,1
12083070,1,4,OUTBOUND-TARENTUM,,0,1 -018,shp-1-63,1,1
11825020,1,1,OUTBOUND-TARENTUM,,0,1 -030,shp-1-63,1,1
11130080,1,3,OUTBOUND-TARENTUM,,0,1 -010,shp-1-63,1,1
11970070,1,4,OUTBOUND-TARENTUM,,0,1 -001,shp-1-63,1,1
10990020,1,1,OUTBOUND-TARENTUM,,0,1 -012,shp-1-63,1,1
10998020,1,1,OUTBOUND-TARENTUM,,0,1 -028,shp-1-63,1,1
10669010,1,2,OUTBOUND-TARENTUM,,0,1 -019,shp-1-63,1,1
10032020,1,1,OUTBOUND-TARENTUM,,0,1 -016,shp-1-63,1,1
10477010,11,2,OUTBOUND-DOWNTOWN,,0,11 -046,shp-11-03,1,1
10214070,11,4,OUTBOUND-DOWNTOWN,,0,11 -053,shp-11-03,1,1
10560070,11,4,OUTBOUND-DOWNTOWN,,0,11 -053,shp-11-03,1,1
11342020,11,1,OUTBOUND-DOWNTOWN,,0,11 -100,shp-11-03,1,1
12154080,11,3,OUTBOUND-DOWNTOWN,,0,11 -046,shp-11-03,1,1
13169070,11,4,OUTBOUND-DOWNTOWN,,0,11 -051,shp-11-03,1,1
10424020,11,1,OUTBOUND-DOWNTOWN,,0,11 -101,shp-11-03,1,1
14006080,11,3,OUTBOUND-DOWNTOWN,,0,11 -047,shp-11-03,1,1
13955010,11,2,OUTBOUND-DOWNTOWN,,0,11 -046,shp-11-03,1,1
13957020,11,1,OUTBOUND-DOWNTOWN,,0,11 -097,shp-11-03,1,1
11040070,11,4,OUTBOUND-DOWNTOWN,,0,11 -051,shp-11-03,1,1
2205020,11,1,OUTBOUND-DOWNTOWN,,0,11 -098,shp-11-03,1,1
12255070,11,4,OUTBOUND-DOWNTOWN,,0,11 -051,shp-11-03,1,1
12139070,11,4,OUTBOUND-DOWNTOWN,,0,11 -052,shp-11-03,1,1
11959020,11,1,OUTBOUND-DOWNTOWN,,0,11 -100,shp-11-03,1,1
295080,11,3,OUTBOUND-DOWNTOWN,,0,11 -048,shp-11-03,1,1
13841010,11,2,OUTBOUND-DOWNTOWN,,0,11 -048,shp-11-03,1,1
4907070,11,4,OUTBOUND-DOWNTOWN,,0,11 -052,shp-11-03,1,1
3085020,11,1,OUTBOUND-DOWNTOWN,,0,11 -100,shp-11-03,1,1
5677070,11,4,OUTBOUND-DOWNTOWN,,0,11 -053,shp-11-03,1,1
550020,11,1,OUTBOUND-DOWNTOWN,,0,11 -102,shp-11-03,1,1
7263010,11,2,OUTBOUND-DOWNTOWN,,0,11 -046,shp-11-03,1,1
5123010,11,2,OUTBOUND-DOWNTOWN,,0,11 -048,shp-11-03,1,1
4954080,11,3,OUTBOUND-DOWNTOWN,,0,11 -046,shp-11-03,1,1
3027010,11,2,OUTBOUND-DOWNTOWN,,0,11 -047,shp-11-03,1,1
3157070,11,4,OUTBOUND-DOWNTOWN,,0,11 -053,shp-11-03,1,1
7302020,11,1,OUTBOUND-DOWNTOWN,,0,11 -099,shp-11-03,1,1
4587080,11,3,OUTBOUND-DOWNTOWN,,0,11 -048,shp-11-03,1,1
4368020,11,1,OUTBOUND-DOWNTOWN,,0,11 -102,shp-11-03,1,1
8674010,11,2,OUTBOUND-DOWNTOWN,,0,11 -048,shp-11-03,1,1
9819020,11,1,OUTBOUND-DOWNTOWN,,0,11 -099,shp-11-03,1,1
5415020,11,1,OUTBOUND-DOWNTOWN,,0,11 -097,shp-11-03,1,1
5463080,11,3,OUTBOUND-DOWNTOWN,,0,11 -046,shp-11-03,1,1
9325070,11,4,OUTBOUND-DOWNTOWN,,0,11 -052,shp-11-03,1,1
9469010,11,2,OUTBOUND-DOWNTOWN,,0,11 -047,shp-11-03,1,1
9087080,11,3,OUTBOUND-DOWNTOWN,,0,11 -048,shp-11-03,1,1
9426020,11,1,OUTBOUND-DOWNTOWN,,0,11 -102,shp-11-03,1,1
8138020,11,1,OUTBOUND-DOWNTOWN,,0,11 -101,shp-11-03,1,1
70020,11,1,OUTBOUND-DOWNTOWN,,0,11 -097,shp-11-03,1,1
7133070,11,4,OUTBOUND-DOWNTOWN,,0,11 -053,shp-11-03,1,1
9302010,11,2,OUTBOUND-DOWNTOWN,,0,11 -046,shp-11-03,1,1
9399070,11,4,OUTBOUND-DOWNTOWN,,0,11 -051,shp-11-03,1,1
990020,11,1,OUTBOUND-DOWNTOWN,,0,11 -101,shp-11-03,1,1
9182020,11,1,OUTBOUND-DOWNTOWN,,0,11 -097,shp-11-03,1,1
8580020,11,1,OUTBOUND-DOWNTOWN,,0,11 -098,shp-11-03,1,1
12539020,11,1,OUTBOUND-DOWNTOWN,,0,11 -099,shp-11-03,1,1
1235020,11,1,OUTBOUND-DOWNTOWN,,0,11 -100,shp-11-03,1,1
11827080,11,3,OUTBOUND-DOWNTOWN,,0,11 -047,shp-11-03,1,1
11956020,11,1,OUTBOUND-DOWNTOWN,,0,11 -099,shp-11-03,1,1
13460020,11,1,OUTBOUND-DOWNTOWN,,0,11 -102,shp-11-03,1,1
1911020,11,1,OUTBOUND-DOWNTOWN,,0,11 -097,shp-11-03,1,1
2987020,11,1,OUTBOUND-DOWNTOWN,,0,11 -100,shp-11-03,1,1
5637020,11,1,OUTBOUND-DOWNTOWN,,0,11 -098,shp-11-03,1,1
7941070,11,4,OUTBOUND-DOWNTOWN,,0,11 -051,shp-11-03,1,1
7763020,11,1,OUTBOUND-DOWNTOWN,,0,11 -098,shp-11-03,1,1
6828080,11,3,OUTBOUND-DOWNTOWN,,0,11 -046,shp-11-03,1,1
6881020,12,1,INBOUND-DOWNTOWN,,1,12 -105,shp-12-03,1,1
7215020,12,1,INBOUND-DOWNTOWN,,1,12 -103,shp-12-03,1,1
7278020,12,1,INBOUND-DOWNTOWN,,1,12 -107,shp-12-03,1,1
746070,12,4,INBOUND-DOWNTOWN,,1,12 -066,shp-12-04,1,1
8418010,12,2,INBOUND-DOWNTOWN,,1,12 -051,shp-12-03,1,1
540020,12,1,INBOUND-DOWNTOWN,,1,12 -106,shp-12-03,1,1
3088070,12,4,INBOUND-DOWNTOWN,,1,12 -073,shp-12-04,1,1
2865080,12,3,INBOUND-DOWNTOWN,,1,12 -055,shp-12-04,1,1
12868010,12,2,INBOUND-DOWNTOWN,,1,12 -062,shp-12-04,1,1
8734080,12,3,INBOUND-DOWNTOWN,,1,12 -056,shp-12-04,1,1
8336020,12,1,INBOUND-DOWNTOWN,,1,12 -109,shp-12-04,1,1
10343020,12,1,INBOUND-DOWNTOWN,,1,12 -115,shp-12-04,1,1
9471010,12,2,INBOUND-DOWNTOWN,,1,12 -054,shp-12-04,1,1
9145010,12,2,INBOUND-DOWNTOWN,,1,12 -062,shp-12-03,1,1
9210080,12,3,INBOUND-DOWNTOWN,,1,12 -058,shp-12-04,1,1
9280070,12,4,INBOUND-DOWNTOWN,,1,12 -058,shp-12-04,1,1
7694070,12,4,INBOUND-DOWNTOWN,,1,12 -055,shp-12-03,1,1
978010,12,2,INBOUND-DOWNTOWN,,1,12 -050,shp-12-03,1,1
7618070,12,4,INBOUND-DOWNTOWN,,1,12 -054,shp-12-03,1,1
8321070,12,4,INBOUND-DOWNTOWN,,1,12 -061,shp-12-04,1,1
8247020,12,1,INBOUND-DOWNTOWN,,1,12 -122,shp-12-04,1,1
8520080,12,3,INBOUND-DOWNTOWN,,1,12 -059,shp-12-04,1,1
9533070,12,4,INBOUND-DOWNTOWN,,1,12 -073,shp-12-04,1,1
8613010,12,2,INBOUND-DOWNTOWN,,1,12 -061,shp-12-04,1,1
8969080,12,3,INBOUND-DOWNTOWN,,1,12 -051,shp-12-03,1,1
936020,12,1,INBOUND-DOWNTOWN,,1,12 -114,shp-12-04,1,1
9698020,12,1,INBOUND-DOWNTOWN,,1,12 -112,shp-12-04,1,1
7484080,12,3,INBOUND-DOWNTOWN,,1,12 -053,shp-12-04,1,1
6996080,12,3,INBOUND-DOWNTOWN,,1,12 -060,shp-12-04,1,1
4407010,12,2,INBOUND-DOWNTOWN,,1,12 -052,shp-12-03,1,1
7131070,12,4,INBOUND-DOWNTOWN,,1,12 -065,shp-12-04,1,1
7233010,12,2,INBOUND-DOWNTOWN,,1,12 -053,shp-12-04,1,1
8890080,12,3,INBOUND-DOWNTOWN,,1,12 -064,shp-12-03,1,1
3279020,12,1,INBOUND-DOWNTOWN,,1,12 -110,shp-12-04,1,1
6245010,12,2,INBOUND-DOWNTOWN,,1,12 -049,shp-12-03,1,1
3482020,12,1,INBOUND-DOWNTOWN,,1,12 -117,shp-12-04,1,1
7443020,12,1,INBOUND-DOWNTOWN,,1,12 -119,shp-12-04,1,1
3080020,12,1,INBOUND-DOWNTOWN,,1,12 -108,shp-12-03,1,1
8177070,12,4,INBOUND-DOWNTOWN,,1,12 -059,shp-12-04,1,1
6504020,12,1,INBOUND-DOWNTOWN,,1,12 -123,shp-12-04,1,1
3618080,12,3,INBOUND-DOWNTOWN,,1,12 -062,shp-12-04,1,1
397010,12,2,INBOUND-DOWNTOWN,,1,12 -058,shp-12-04,1,1
7343070,12,4,INBOUND-DOWNTOWN,,1,12 -063,shp-12-04,1,1
7291020,12,1,INBOUND-DOWNTOWN,,1,12 -118,shp-12-04,1,1
5940010,12,2,INBOUND-DOWNTOWN,,1,12 -064,shp-12-03,1,1
4417070,12,4,INBOUND-DOWNTOWN,,1,12 -077,shp-12-04,1,1
5508070,12,4,INBOUND-DOWNTOWN,,1,12 -068,shp-12-04,1,1
3334080,12,3,INBOUND-DOWNTOWN,,1,12 -057,shp-12-04,1,1
523020,12,1,INBOUND-DOWNTOWN,,1,12 -124,shp-12-04,1,1
2596070,12,4,INBOUND-DOWNTOWN,,1,12 -071,shp-12-04,1,1
2276020,12,1,INBOUND-DOWNTOWN,,1,12 -116,shp-12-04,1,1
2180070,12,4,INBOUND-DOWNTOWN,,1,12 -062,shp-12-04,1,1
1487070,12,4,INBOUND-DOWNTOWN,,1,12 -069,shp-12-04,1,1
4002080,12,3,INBOUND-DOWNTOWN,,1,12 -050,shp-12-03,1,1
12945070,12,4,INBOUND-DOWNTOWN,,1,12 -075,shp-12-04,1,1
12705080,12,3,INBOUND-DOWNTOWN,,1,12 -049,shp-12-03,1,1
3018080,12,3,INBOUND-DOWNTOWN,,1,12 -062,shp-12-03,1,1
11900020,12,1,INBOUND-DOWNTOWN,,1,12 -120,shp-12-04,1,1
2548070,12,4,INBOUND-DOWNTOWN,,1,12 -072,shp-12-04,1,1
2062020,12,1,INBOUND-DOWNTOWN,,1,12 -111,shp-12-04,1,1
11476010,12,2,INBOUND-DOWNTOWN,,1,12 -055,shp-12-04,1,1
2196070,12,4,INBOUND-DOWNTOWN,,1,12 -074,shp-12-04,1,1
2122020,12,1,INBOUND-DOWNTOWN,,1,12 -113,shp-12-04,1,1
1441010,12,2,INBOUND-DOWNTOWN,,1,12 -059,shp-12-04,1,1
11138070,12,4,INBOUND-DOWNTOWN,,1,12 -067,shp-12-04,1,1
13663080,12,3,INBOUND-DOWNTOWN,,1,12 -054,shp-12-04,1,1
10433070,12,4,INBOUND-DOWNTOWN,,1,12 -074,shp-12-03,1,1
12919020,12,1,INBOUND-DOWNTOWN,,1,12 -104,shp-12-03,1,1
13170080,12,3,INBOUND-DOWNTOWN,,1,12 -052,shp-12-03,1,1
13264080,12,3,INBOUND-DOWNTOWN,,1,12 -063,shp-12-04,1,1
12172070,12,4,INBOUND-DOWNTOWN,,1,12 -076,shp-12-04,1,1
12320010,12,2,INBOUND-DOWNTOWN,,1,12 -060,shp-12-04,1,1
12321010,12,2,INBOUND-DOWNTOWN,,1,12 -063,shp-12-04,1,1
11906070,12,4,INBOUND-DOWNTOWN,,1,12 -070,shp-12-04,1,1
12712010,12,2,INBOUND-DOWNTOWN,,1,12 -057,shp-12-04,1,1
12528070,12,4,INBOUND-DOWNTOWN,,1,12 -060,shp-12-04,1,1
11379020,12,1,INBOUND-DOWNTOWN,,1,12 -125,shp-12-04,1,1
10976070,12,4,INBOUND-DOWNTOWN,,1,12 -057,shp-12-03,1,1
11009070,12,4,INBOUND-DOWNTOWN,,1,12 -056,shp-12-03,1,1
11858020,12,1,INBOUND-DOWNTOWN,,1,12 -121,shp-12-04,1,1
11386080,12,3,INBOUND-DOWNTOWN,,1,12 -061,shp-12-04,1,1
11428010,12,2,INBOUND-DOWNTOWN,,1,12 -056,shp-12-04,1,1
10069070,12,4,INBOUND-DOWNTOWN,,1,12 -064,shp-12-04,1,1
1099070,12,4,OUTBOUND-MCCANDLESS PARK AND RIDE,,0,12 -059,shp-12-53,1,1
10028020,12,1,OUTBOUND-MCCANDLESS PARK AND RIDE,,0,12 -106,shp-12-53,1,1
12033020,12,1,OUTBOUND-MCCANDLESS PARK AND RIDE,,0,12 -110,shp-12-53,1,1
12562080,12,3,OUTBOUND-MCCANDLESS PARK AND RIDE,,0,12 -053,shp-12-53,1,1
13048070,12,4,OUTBOUND-MCCANDLESS PARK AND RIDE,,0,12 -062,shp-12-53,1,1
13302020,12,1,OUTBOUND-MCCANDLESS PARK AND RIDE,,0,12 -109,shp-12-53,1,1
